date,season,neutral,playoff,team1,team2,elo1,elo2,elo_prob1,score1,score2,result1
1920-10-24,1920,0,0,DHR,COL,1472.342,1421.606,0.6606584732908434,6,0,1
1920-10-24,1920,0,0,RCH,SYR,1513.225,1300.0,0.8322407496806097,21,7,1
1920-10-24,1920,0,0,BFF,TLM,1512.265,1289.004,0.8401525693602044,38,0,1
1920-10-24,1920,0,0,AKR,CTI,1547.362,1456.436,0.7104523923311487,7,0,1
1920-10-24,1920,0,0,DAY,CBD,1531.807,1540.777,0.5799418307749183,20,20,0.5
1920-10-24,1920,0,0,CHT,CHI,1343.231,1438.927,0.455939487249168,0,10,0
1920-10-24,1920,0,0,RII,ARI,1523.251,1498.252,0.6266977349565902,7,0,1
1920-10-31,1920,0,0,DAY,CNC,1529.368,1293.191,0.849886887823208,23,7,1
1920-10-31,1920,0,0,BFF,RCH,1522.621,1521.291,0.5943134780522634,17,6,1
1920-10-31,1920,0,0,LOG,HAM,1300.0,1405.71,0.44168025618991663,9,14,0
1920-10-31,1920,0,0,ARI,DHR,1483.337,1484.888,0.590308732113072,21,0,1
1920-10-31,1920,0,0,RCK,CHI,1300.0,1460.492,0.36593490987853744,0,29,0
1920-10-31,1920,0,0,CTI,COL,1445.191,1409.059,0.6415648660951777,7,0,1
1920-10-31,1920,0,0,CBD,AKR,1543.215,1558.607,0.5709104192320837,0,10,0
1920-10-31,1920,0,0,RII,CHT,1538.166,1321.666,0.8348563894691186,20,7,1
1920-11-07,1920,0,0,CTI,CBD,1459.443,1515.204,0.5132928566698408,0,18,0
1920-11-07,1920,0,0,RCH,UTI,1501.719,1310.382,0.8139062165368742,27,7,1
1920-11-07,1920,0,0,RII,CHI,1545.894,1484.349,0.6744653897706056,0,0,0.5
1920-11-07,1920,0,0,CHT,ARI,1313.938,1507.955,0.3224180406221354,3,6,0
1920-11-07,1920,0,0,BFF,ATN,1542.193,1300.0,0.8542517418951552,35,0,1
1920-11-07,1920,0,0,PUL,HAM,1300.0,1421.25,0.4197496883637788,13,14,0
1920-11-07,1920,0,0,ZAN,COL,1300.0,1394.807,0.457209209875749,0,10,0
1920-11-11,1920,0,0,CHL,CHI,1300.0,1489.67,0.3279088695976134,0,20,0
1920-11-11,1920,0,0,THO,RII,1300.0,1540.573,0.26684690600891026,7,7,0.5
1920-11-14,1920,0,0,MNM,CHI,1300.0,1508.566,0.304399963546868,0,3,0
1920-11-14,1920,0,0,CBD,CHT,1545.558,1305.494,0.8527192268204822,21,0,1
1920-11-14,1920,0,0,ARI,CNC,1516.399,1285.709,0.845812520321243,20,0,1
1920-11-14,1920,0,0,CTI,AKR,1429.088,1586.618,0.36990007958842075,7,7,0.5
1920-11-14,1920,0,0,RII,DAY,1533.462,1536.85,0.5877488989628165,0,21,0
1920-11-14,1920,0,0,FTW,DHR,1335.595,1460.271,0.41495403298762035,0,0,0.5
1920-11-14,1920,0,0,GAR,HAM,1300.0,1426.924,0.41181599472436753,7,6,1
1920-11-14,1920,0,0,BFF,COL,1551.359,1416.441,0.7596607557344566,43,7,1
1920-11-14,1920,0,0,RCH,ATN,1511.868,1290.834,0.8384234232144746,0,6,0
1920-11-21,1920,0,0,ZAN,COL,1278.366,1400.53,0.4184687644809145,0,0,0.5
1920-11-21,1920,0,0,CHI,HAM,1516.489,1418.534,0.7187044630080391,28,7,1
1920-11-21,1920,0,0,CTI,TLM,1433.056,1278.649,0.7795435211924647,14,0,1
1920-11-21,1920,0,0,BFF,CBD,1567.27,1553.555,0.6113807767668593,0,3,0
1920-11-21,1920,0,0,ARI,LAN,1524.675,1300.0,0.8412426678993664,14,0,1
1920-11-21,1920,0,0,RCH,ROS,1474.362,1300.0,0.7986500510782363,16,0,1
1920-11-21,1920,0,0,AKR,DAY,1582.65,1574.232,0.6041119312780093,13,0,1
1920-11-25,1920,0,0,ELY,COL,1300.0,1398.043,0.4525901556272016,0,0,0.5
1920-11-25,1920,0,0,DAY,DHR,1554.012,1457.677,0.7168153088469423,28,0,1
1920-11-25,1920,0,0,CHB,HAM,1300.0,1402.343,0.44646509551974106,27,0,1
1920-11-25,1920,0,0,RCH,ATN,1484.651,1328.34,0.7814213368120926,3,14,0
1920-11-25,1920,0,0,AKR,CBD,1602.871,1571.135,0.6357250407333228,7,0,1
1920-11-25,1920,0,0,CHT,CHI,1297.498,1532.679,0.2729631054153987,0,6,0
1920-11-28,1920,0,0,ROS,RCH,1289.71,1441.473,0.37767040524054885,6,7,0
1920-11-28,1920,0,0,RII,WJA,1496.08,1300.0,0.8180061992144855,48,7,1
1920-11-28,1920,0,0,DHR,LAN,1439.909,1292.402,0.7726417686351719,0,0,0.5
1920-11-28,1920,0,0,BFF,CTI,1549.69,1443.913,0.7277172310961919,7,0,1
1920-11-28,1920,0,0,ARI,CHI,1532.273,1542.54,0.5781219337540966,7,6,1
1920-11-28,1920,0,0,DAY,AKR,1571.78,1617.382,0.5278869955505084,0,14,0
1920-11-28,1920,0,0,CHT,THO,1287.638,1307.111,0.565146176095177,27,0,1
1920-12-04,1920,0,0,BFF,CBD,1560.198,1556.623,0.5974255035931052,7,3,1
1920-12-05,1920,0,0,BFF,AKR,1572.764,1646.228,0.4878217339298069,0,0,0.5
1920-12-05,1920,0,0,DHR,DTM,1431.594,1300.0,0.756149916544416,7,7,0.5
1920-12-05,1920,0,0,COL,CWP,1396.597,1300.0,0.7171213585477898,24,0,1
1920-12-05,1920,0,0,ROS,RCH,1284.673,1446.51,0.36414032939671725,0,0,0.5
1920-12-05,1920,0,0,ARI,CHI,1537.98,1536.833,0.5940594649863562,0,10,0
1920-12-05,1920,0,0,WGC,CBD,1300.0,1544.056,0.262942759700645,0,0,0.5
1920-12-11,1920,0,0,UAP,CBD,1300.0,1536.826,0.27108791197517074,13,7,1
1920-12-12,1920,0,0,CHI,AKR,1566.206,1645.856,0.4789294414332902,0,0,0.5
1920-12-18,1920,0,0,RIC,CBD,1300.0,1506.055,0.30746918791562805,0,39,0
1920-12-19,1920,0,0,CST,ARI,1300.0,1508.607,0.3043499918961562,14,14,0.5
1921-09-25,1921,0,0,AKR,COL,1598.476,1444.042,0.7795702305735632,14,0,1
1921-10-02,1921,0,0,AKR,CCL,1609.332,1502.63,0.728771018358994,41,0,1
1921-10-02,1921,0,0,ECG,LOU,1300.0,1413.889,0.4301037895945261,21,0,1
1921-10-02,1921,0,0,ARI,MNN,1503.427,1504.688,0.5907123998506881,20,0,1
1921-10-02,1921,0,0,BFF,HAM,1550.424,1411.544,0.7638000993823642,17,0,1
1921-10-02,1921,0,0,RII,DTI,1507.161,1300.0,0.8273104657062538,0,0,0.5
1921-10-02,1921,0,0,DAY,COL,1530.29,1433.186,0.7177130305917288,42,13,1
1921-10-09,1921,0,0,ECG,MUN,1336.032,1469.651,0.4025135809267792,14,0,1
1921-10-09,1921,0,0,CBD,HAM,1519.915,1399.048,0.7445848318411796,7,7,0.5
1921-10-09,1921,0,0,DTI,DAY,1309.982,1548.174,0.2695369239816663,10,7,1
1921-10-09,1921,0,0,BFF,COL,1562.92,1415.301,0.7727550050827636,38,0,1
1921-10-09,1921,0,0,ARI,AKR,1527.647,1628.139,0.44909983895731026,0,23,0
1921-10-10,1921,0,0,CHI,RII,1546.233,1497.179,0.6584844289155444,14,10,1
1921-10-16,1921,0,0,CHI,RCH,1556.684,1463.244,0.7134202815973444,16,13,1
1921-10-16,1921,0,0,ECG,HAM,1369.434,1406.508,0.5401024206322547,0,3,0
1921-10-16,1921,0,0,CTI,COL,1457.27,1400.118,0.6688887730334149,35,9,1
1921-10-16,1921,0,0,MUN,CCL,1436.249,1483.823,0.5250570220154723,0,14,0
1921-10-16,1921,0,0,DAY,CBD,1526.191,1512.456,0.611408130473334,14,14,0.5
1921-10-16,1921,0,0,DTI,AKR,1331.966,1656.231,0.1835543839176582,0,20,0
1921-10-16,1921,0,0,ARI,RII,1499.555,1486.728,0.6101655673915589,7,14,0
1921-10-16,1921,0,0,BFF,NG1,1578.103,1300.0,0.8781535300894766,55,0,1
1921-10-23,1921,0,0,DTI,RII,1321.967,1513.034,0.3261390439617119,0,14,0
1921-10-23,1921,0,0,BFF,RCH,1586.589,1455.832,0.755260413464833,28,0,1
1921-10-23,1921,0,0,CBD,AKR,1515.853,1666.229,0.37954880335133057,0,3,0
1921-10-23,1921,0,0,CTI,CCL,1477.948,1512.487,0.5437249267832118,28,0,1
1921-10-23,1921,0,0,ARI,COL,1473.248,1379.44,0.7138531919329767,17,6,1
1921-10-23,1921,0,0,CHI,DAY,1564.096,1522.793,0.6483807661691039,7,0,1
1921-10-23,1921,0,0,GB,MNN,1413.889,1480.468,0.49772765198110225,7,6,1
1921-10-30,1921,0,0,GB,RII,1420.857,1529.741,0.4371795672057785,3,13,0
1921-10-30,1921,0,0,AKR,RCH,1676.36,1440.697,0.8495090128802689,19,0,1
1921-10-30,1921,0,0,BFF,DTI,1601.725,1305.261,0.8890184527094621,21,0,1
1921-10-30,1921,0,0,DAY,CTI,1508.844,1508.256,0.5932832340668743,3,2,1
1921-10-30,1921,0,0,MNN,COL,1473.5,1366.177,0.7294770416045998,28,0,1
1921-11-06,1921,0,0,CHI,DTI,1578.045,1299.368,0.8785066386826075,20,9,1
1921-11-06,1921,0,0,CBD,DAY,1505.723,1514.319,0.5804662109486513,14,0,1
1921-11-06,1921,0,0,BFF,CTI,1607.617,1502.781,0.7266425908287979,10,6,1
1921-11-06,1921,0,0,RCH,TON,1432.764,1478.004,0.5284063044920551,45,0,1
1921-11-06,1921,0,0,COL,AKR,1349.282,1684.292,0.17446572159791382,0,21,0
1921-11-06,1921,0,0,RII,MNN,1550.297,1490.395,0.6723853862786576,14,3,1
1921-11-06,1921,0,0,ARI,HAM,1486.511,1421.675,0.678611056863766,7,0,1
1921-11-06,1921,0,0,GB,ECG,1400.301,1354.267,0.6545642498889076,43,6,1
1921-11-13,1921,0,0,GB,HAM,1424.224,1409.054,0.6133689180996386,14,7,1
1921-11-13,1921,0,0,BFF,AKR,1615.786,1693.899,0.48113783144031785,0,0,0.5
1921-11-13,1921,0,0,CTI,CBD,1494.613,1527.878,0.5455437476364552,0,7,0
1921-11-13,1921,0,0,CHI,RII,1583.267,1565.704,0.6166305306397533,3,0,1
1921-11-13,1921,0,0,DAY,DTI,1492.164,1294.146,0.8196611312321836,27,0,1
1921-11-20,1921,0,0,ARI,GB,1499.133,1439.739,0.6717408911838079,3,3,0.5
1921-11-20,1921,0,0,CHI,CTI,1593.512,1471.592,0.7457358978191706,22,7,1
1921-11-20,1921,0,0,BFF,CBD,1616.361,1550.898,0.6793977307743809,7,7,0.5
1921-11-20,1921,0,0,DAY,AKR,1502.9,1693.323,0.3269543002568812,3,0,1
1921-11-20,1921,0,0,RCH,COL,1468.554,1339.675,0.7532566424402186,27,13,1
1921-11-24,1921,0,0,AKR,CBD,1673.534,1556.37,0.7405098665316118,0,14,0
1921-11-24,1921,0,0,CHI,BFF,1606.507,1610.89,0.5863603871817877,6,7,0
1921-11-27,1921,0,0,ECG,CCL,1330.343,1482.179,0.3775716432953696,48,0,1
1921-11-27,1921,0,0,SEN,CBD,1300.0,1600.097,0.20532696084480004,0,15,0
1921-11-27,1921,0,0,CHI,GB,1598.148,1444.976,0.77831933351256,20,0,1
1921-11-27,1921,0,0,BFF,DAY,1619.249,1522.689,0.7170781499354318,7,0,1
1921-12-03,1921,0,0,BFF,AKR,1630.21,1629.807,0.5930262390624423,14,0,1
1921-12-03,1921,0,0,NG1,CTI,1291.514,1458.597,0.35717722313366984,0,17,0
1921-12-04,1921,0,0,LOU,COL,1377.857,1327.393,0.6603073595766215,0,6,0
1921-12-04,1921,0,0,CHI,BFF,1610.429,1651.616,0.5342161002399493,10,7,1
1921-12-04,1921,0,0,ARI,AKR,1493.895,1608.401,0.42923342414719035,0,7,0
1921-12-11,1921,0,0,SEN,CTI,1289.713,1478.329,0.32924740542392955,7,0,1
1921-12-11,1921,0,0,CHI,CBD,1623.205,1610.384,0.610157351844411,10,0,1
1921-12-18,1921,0,0,CHI,ARI,1641.262,1476.436,0.7896778714848912,0,0,0.5
1921-12-18,1921,0,0,SEN,CBD,1319.27,1592.326,0.23189057362491483,14,28,0
1922-10-01,1922,0,0,AKR,COL,1585.573,1404.677,0.8046305992859485,36,0,1
1922-10-01,1922,0,0,RAC,CHI,1493.002,1589.952,0.45414942697818933,0,6,0
1922-10-01,1922,0,0,TOL,ECG,1504.938,1422.188,0.7006756611079398,15,0,1
1922-10-01,1922,0,0,RII,GB,1538.64,1456.797,0.6995794950978008,19,14,1
1922-10-01,1922,0,0,CBD,LOU,1570.867,1402.157,0.7933672072168062,38,0,1
1922-10-01,1922,0,0,ARI,MIL,1491.847,1300.0,0.8143504709461228,3,0,1
1922-10-01,1922,0,0,DAY,OOR,1509.485,1300.0,0.8292133938374656,36,0,1
1922-10-01,1922,0,0,BFF,HAM,1594.227,1430.693,0.7884399650790559,7,0,1
1922-10-08,1922,0,0,TOL,MIL,1520.492,1295.391,0.841569900746951,12,12,0.5
1922-10-08,1922,0,0,OOR,COL,1289.034,1391.986,0.44559888476972825,20,6,1
1922-10-08,1922,0,0,RII,CHI,1548.732,1607.373,0.509150314903685,6,10,0
1922-10-08,1922,0,0,GB,RAC,1446.705,1475.58,0.5518015125380423,6,10,0
1922-10-08,1922,0,0,DAY,CBD,1520.451,1584.553,0.5012923230056885,0,0,0.5
1922-10-12,1922,0,0,AKR,RCH,1598.264,1488.89,0.7318006183986098,13,13,0.5
1922-10-15,1922,0,0,ARI,GB,1496.457,1428.647,0.682333362268822,16,3,1
1922-10-15,1922,0,0,DAY,MNN,1520.411,1484.992,0.6406204830631833,17,0,1
1922-10-15,1922,0,0,CBD,OOR,1584.593,1319.588,0.8698532075145711,14,0,1
1922-10-15,1922,0,0,MIL,RAC,1305.808,1493.638,0.3302474005493661,20,0,1
1922-10-15,1922,0,0,CHI,RCH,1623.81,1495.96,0.7521540621303711,7,0,1
1922-10-15,1922,0,0,BFF,COL,1602.197,1361.432,0.8532252932591823,19,0,1
1922-10-15,1922,0,0,RII,ECG,1532.295,1406.634,0.7497975677153701,60,0,1
1922-10-15,1922,0,0,TOL,HAM,1510.074,1422.723,0.7062007539879077,14,0,1
1922-10-22,1922,0,0,MIL,GB,1349.001,1412.835,0.5016780025868239,0,0,0.5
1922-10-22,1922,0,0,DAY,HAM,1540.279,1407.841,0.7570446382383244,20,0,1
1922-10-22,1922,0,0,ARI,MNN,1512.269,1465.124,0.6560088869466268,3,0,1
1922-10-22,1922,0,0,RAC,TOL,1450.445,1524.956,0.4863159887549924,0,7,0
1922-10-22,1922,0,0,RII,RCH,1551.226,1486.483,0.6784942866628162,26,0,1
1922-10-22,1922,0,0,CHI,BFF,1633.287,1609.918,0.6244999992602788,7,0,1
1922-10-22,1922,0,0,AKR,CBD,1591.194,1590.722,0.5931220972150324,0,22,0
1922-10-29,1922,0,0,AKR,OOR,1552.859,1313.459,0.8522385410489223,62,0,1
1922-10-29,1922,0,0,TOL,LOU,1545.095,1388.471,0.781728927222911,39,0,1
1922-10-29,1922,0,0,ARI,COL,1521.344,1353.711,0.7923490048352182,37,6,1
1922-10-29,1922,0,0,MIL,HAM,1348.95,1394.265,0.528298717872614,0,0,0.5
1922-10-29,1922,0,0,RAC,RCH,1430.307,1466.471,0.5414033152617352,9,0,1
1922-10-29,1922,0,0,GB,RII,1412.886,1571.238,0.3687978976712825,0,0,0.5
1922-10-29,1922,0,0,DAY,BFF,1553.854,1594.904,0.5344123304950869,0,7,0
1922-10-29,1922,0,0,CHI,CBD,1648.3,1629.058,0.618912744208407,6,7,0
1922-11-05,1922,0,0,CBD,TOL,1637.979,1559.724,0.6952208330133459,0,0,0.5
1922-11-05,1922,0,0,ARI,BFF,1534.361,1617.375,0.47409897551251096,9,7,1
1922-11-05,1922,0,0,GB,COL,1416.887,1340.694,0.6926999375652645,3,0,1
1922-11-05,1922,0,0,MNN,OOR,1456.049,1302.703,0.7784921039744471,13,6,1
1922-11-05,1922,0,0,CHI,DAY,1639.378,1531.384,0.7302386095516578,9,0,1
1922-11-05,1922,0,0,RAC,LOU,1451.153,1373.841,0.6940694101332828,57,0,1
1922-11-05,1922,0,0,AKR,HAM,1563.615,1395.128,0.7931566851743536,22,0,1
1922-11-11,1922,0,0,RAC,COL,1474.488,1332.688,0.7668191215788603,34,0,1
1922-11-12,1922,0,0,GB,MNN,1424.894,1464.43,0.536580167040733,14,6,1
1922-11-12,1922,0,0,CBD,BFF,1632.025,1605.724,0.6284494812015127,3,0,1
1922-11-12,1922,0,0,CHI,OOR,1650.896,1294.323,0.9188459487597511,33,6,1
1922-11-12,1922,0,0,LOU,ECG,1350.506,1387.704,0.539925113157954,13,6,1
1922-11-12,1922,0,0,RII,DAY,1567.237,1519.867,0.6563011052091885,43,0,1
1922-11-12,1922,0,0,ARI,AKR,1546.011,1575.341,0.551153655699912,7,0,1
1922-11-19,1922,0,0,MIL,OOR,1348.087,1289.784,0.6703545623143469,13,0,1
1922-11-19,1922,0,0,CHI,RII,1655.435,1591.985,0.6768684965766002,3,0,1
1922-11-19,1922,0,0,RAC,GB,1489.644,1445.025,0.6527201840938102,3,3,0.5
1922-11-19,1922,0,0,ARI,CBD,1564.38,1641.916,0.4819670706587426,0,7,0
1922-11-19,1922,0,0,BFF,AKR,1595.833,1556.972,0.6451692970693004,3,3,0.5
1922-11-26,1922,0,0,CHI,AKR,1663.899,1561.399,0.7239634269166209,20,10,1
1922-11-26,1922,0,0,TOL,COL,1565.678,1317.532,0.8584667501694144,7,6,1
1922-11-26,1922,0,0,CBD,ARI,1661.847,1544.45,0.7407675123971813,20,3,1
1922-11-26,1922,0,0,RAC,HAM,1484.986,1383.402,0.722908441157773,6,0,1
1922-11-26,1922,0,0,GB,MIL,1449.683,1364.563,0.7035291028558455,13,0,1
1922-11-26,1922,0,0,BFF,OOR,1591.406,1273.308,0.9007234925842853,7,19,0
1922-11-30,1922,0,0,RAC,MIL,1495.011,1349.914,0.770195521141947,3,0,1
1922-11-30,1922,0,0,COL,OOR,1315.814,1329.257,0.5736566279978155,6,18,0
1922-11-30,1922,0,0,ARI,CHI,1530.611,1676.201,0.38605788440413835,6,0,1
1922-11-30,1922,0,0,RCH,BFF,1445.625,1535.457,0.4643246053295786,0,21,0
1922-11-30,1922,0,0,CBD,AKR,1675.686,1549.098,0.7507973177699109,14,0,1
1922-12-03,1922,0,0,BFF,AKR,1563.841,1536.682,0.629602018291135,16,0,1
1922-12-03,1922,0,0,CHI,TOL,1651.399,1567.396,0.7021862134902842,22,0,1
1922-12-03,1922,0,0,CBD,MIL,1688.101,1344.098,0.9132841618363277,40,6,1
1922-12-03,1922,0,0,RAC,GB,1500.827,1464.332,0.6420452460298736,0,14,0
1922-12-03,1922,0,0,ARI,DAY,1555.413,1495.119,0.6728822693572515,3,7,0
1922-12-10,1922,0,0,TOL,CBD,1549.905,1693.301,0.38905560957792695,0,19,0
1922-12-10,1922,0,0,ARI,CHI,1532.446,1668.89,0.3986089029975815,9,0,1
1923-09-30,1923,0,0,DUL,AKR,1300.0,1512.692,0.29939436691249044,10,7,1
1923-09-30,1923,0,0,MIL,OOR,1394.266,1407.927,0.5733496807029927,13,2,1
1923-09-30,1923,0,0,RII,CHI,1557.347,1595.177,0.5390212609177081,3,0,1
1923-09-30,1923,0,0,DAY,COL,1513.724,1358.787,0.7800673920334644,7,6,1
1923-09-30,1923,0,0,CBD,HAM,1645.539,1417.251,0.8440006523332682,17,0,1
1923-09-30,1923,0,0,GB,MNN,1502.192,1464.532,0.6435850316376679,12,0,1
1923-09-30,1923,0,0,RAC,TOL,1477.914,1519.931,0.5330270357406567,7,7,0.5
1923-09-30,1923,0,0,ARI,BFF,1542.38,1557.657,0.5710725812252365,3,0,1
1923-10-07,1923,0,0,CBD,LOU,1653.496,1414.601,0.8518720916282764,37,0,1
1923-10-07,1923,0,0,GB,SLA,1519.66,1300.0,0.8373490726691606,0,0,0.5
1923-10-07,1923,0,0,ARI,RCH,1554.01,1446.493,0.7296973656293275,60,0,1
1923-10-07,1923,0,0,MNN,DUL,1447.063,1320.823,0.7504223201862011,0,10,0
1923-10-07,1923,0,0,HAM,DAY,1409.294,1516.496,0.43956338054590505,7,0,1
1923-10-07,1923,0,0,MIL,COL,1414.986,1356.015,0.6712037405700965,0,0,0.5
1923-10-07,1923,0,0,RII,CIB,1569.972,1300.0,0.8730560197669199,0,0,0.5
1923-10-07,1923,0,0,RAC,CHI,1476.907,1582.552,0.4417725280972863,0,3,0
1923-10-07,1923,0,0,BFF,AKR,1546.028,1491.869,0.6650618916114979,9,0,1
1923-10-07,1923,0,0,TOL,OOR,1520.938,1387.207,0.758411013825567,7,0,1
1923-10-14,1923,0,0,MIL,RAC,1409.765,1464.881,0.5142203833687119,7,7,0.5
1923-10-14,1923,0,0,SLA,HAM,1310.289,1433.058,0.4176214913614999,0,0,0.5
1923-10-14,1923,0,0,CBD,DAY,1662.965,1492.732,0.7948007503194999,30,0,1
1923-10-14,1923,0,0,GB,CHI,1509.372,1594.578,0.47095396858725314,0,3,0
1923-10-14,1923,0,0,COL,BFF,1361.236,1560.66,0.31565620646835746,0,3,0
1923-10-14,1923,0,0,ARI,AKR,1574.618,1477.237,0.7180359739051084,19,0,1
1923-10-14,1923,0,0,MNN,OOR,1407.648,1377.992,0.6329477661711598,23,0,1
1923-10-14,1923,0,0,RII,RCH,1558.594,1425.886,0.757330393265486,56,0,1
1923-10-21,1923,0,0,BFF,OOR,1568.907,1355.624,0.8322873588075534,57,0,1
1923-10-21,1923,0,0,ARI,MNN,1590.35,1430.016,0.7853510265789966,9,0,1
1923-10-21,1923,0,0,GB,MIL,1496.433,1409.331,0.7059032709534374,12,0,1
1923-10-21,1923,0,0,COL,LOU,1352.988,1405.132,0.5184928319370752,34,0,1
1923-10-21,1923,0,0,TOL,DAY,1530.153,1480.0,0.6599056863334548,6,3,1
1923-10-21,1923,0,0,CHI,CBD,1607.517,1675.697,0.49542373991643635,0,6,0
1923-10-21,1923,0,0,RAC,AKR,1465.314,1461.504,0.5977508127412162,9,7,1
1923-10-21,1923,0,0,DUL,HAM,1360.238,1430.545,0.49236320699601777,3,0,1
1923-10-21,1923,0,0,CIB,SLA,1311.378,1312.801,0.5904869177380409,6,0,1
1923-10-28,1923,0,0,CHI,BFF,1588.264,1580.998,0.6025248602776917,18,3,1
1923-10-28,1923,0,0,TOL,COL,1539.114,1387.028,0.7772388303612096,0,3,0
1923-10-28,1923,0,0,MIL,SLA,1395.22,1297.311,0.7186509262754998,6,0,1
1923-10-28,1923,0,0,GB,RAC,1510.544,1473.885,0.6422621837380503,3,24,0
1923-10-28,1923,0,0,CIB,OOR,1326.868,1343.534,0.569112935268873,27,0,1
1923-10-28,1923,0,0,DUL,MNN,1374.346,1421.05,0.5263057489772132,9,0,1
1923-10-28,1923,0,0,ARI,DAY,1599.317,1471.04,0.7526119961133647,13,3,1
1923-10-28,1923,0,0,CBD,AKR,1694.95,1452.934,0.8541248379986872,7,3,1
1923-11-04,1923,0,0,CHI,OOR,1609.603,1315.435,0.8877076977687421,26,0,1
1923-11-04,1923,0,0,RII,MIL,1576.599,1405.414,0.7956930783545906,3,14,0
1923-11-04,1923,0,0,SLA,GB,1287.116,1468.915,0.33797103981503795,0,3,0
1923-11-04,1923,0,0,ARI,CBD,1610.223,1699.07,0.4657351992903327,3,7,0
1923-11-04,1923,0,0,CIB,BFF,1354.966,1559.658,0.30914238295467295,0,0,0.5
1923-11-04,1923,0,0,MNN,RAC,1399.415,1515.513,0.42698971670065466,13,6,1
1923-11-11,1923,0,0,MNN,RII,1423.813,1532.298,0.43774479144973516,6,6,0.5
1923-11-11,1923,0,0,SLA,OOR,1278.218,1309.072,0.5489824388453522,14,7,1
1923-11-11,1923,0,0,CHI,AKR,1615.967,1448.814,0.7918940187107069,20,6,1
1923-11-11,1923,0,0,CIB,DAY,1360.787,1460.134,0.4507310912537601,0,0,0.5
1923-11-11,1923,0,0,MIL,DUL,1449.715,1395.981,0.6645167034071536,6,3,1
1923-11-11,1923,0,0,RAC,GB,1491.116,1477.813,0.6108171345609864,0,16,0
1923-11-11,1923,0,0,COL,TOL,1410.937,1515.205,0.44372820797820356,16,0,1
1923-11-11,1923,0,0,ARI,HAM,1595.392,1416.437,0.8028681747542641,6,0,1
1923-11-11,1923,0,0,BFF,CBD,1553.837,1713.901,0.366506757613889,3,3,0.5
1923-11-18,1923,0,0,ARI,DUL,1602.298,1387.156,0.8337757890577747,10,0,1
1923-11-18,1923,0,0,BFF,DAY,1557.909,1458.631,0.7202415691792498,3,0,1
1923-11-18,1923,0,0,CBD,OOR,1709.83,1290.602,0.9419933434467319,41,0,1
1923-11-18,1923,0,0,CIB,COL,1362.29,1443.03,0.4773638031650862,9,3,1
1923-11-18,1923,0,0,CHI,RII,1626.162,1530.4,0.7161452735708425,7,3,1
1923-11-18,1923,0,0,MIL,GB,1458.54,1513.702,0.5141542373457232,7,10,0
1923-11-24,1923,0,0,RCH,TOL,1407.881,1483.111,0.48528209962818575,6,12,0
1923-11-24,1923,0,0,SLA,MIL,1296.689,1444.221,0.3834116554212643,0,17,0
